,index,arg_id,prev_arg_id,Argument,Concern1,Concern2,depth,Concern3,Concern4,Concern5
825,310,Depth5_703,Depth4_538,"students should be told about all career options throughout education , but also university should be accessible and affordable for people from all backgrounds .",career,background,5,,,
826,311,Depth5_707,Depth4_545,they shouldn't go into higher education if they don't understand the money side . they need to afford the bill at the end of the day as they are given a service ( education ),afford,,5,,,
827,312,Depth5_708,Depth4_545,it is unfair for anyone to have a significant debt hanging over their head for a long time for completing an education that i believe everybody is entitled to . there are many reasons people might be in a financial situation that means they can not pay the loan back,loan,debt,5,,,
828,313,Depth5_710,Depth4_500,i do n't think it is manageable at all . it basically hangs over your head forever whilst you struggle to pay taxes .,tax,,5,,,
829,314,Depth5_712,Depth4_500,affordable ' is a very subjective term ; some people will not find it affordable . the fact that loans can be written off after a certain amount of time may put people off seeking higher-paid employment .,loan,,5,,,
830,315,Depth5_714,Depth4_500,"university fees may discourage those who have no means of paying off the loans , abolishing fees would mean everyone has an equal opportunity",loan,,5,,,
831,316,Depth5_715,Depth4_516,"however , it is not always easy to balance . give them a break . the majority of careers require an advanced qualification , especially if someone wants to become a doctor .",career,,5,,,
832,317,Depth5_717,Depth4_516,"these days it has become a standard requirement to have a university education , not an advantage . the job market is poor , and many young people feel pressured into going to university .",job,,5,,,
833,318,Depth5_719,Depth4_516,"having a degree has the potential to put those who have one at an advantage , why should people be discouraged from having an education simply because they are unable to lean on parents or careers for financial support .",career,,5,,,
834,319,Depth5_720,Depth4_523,but the government are not stepping in for this surely ? too many people ? that just sounds biased .,government,,5,,,
835,320,Depth5_721,Depth4_523,there are currently insufficient scholarships to allow all those capable on low income to attend .,scholarship,,5,,,
836,321,Depth5_727,Depth4_533,"people are not usually paying from their own pocket - they rely on loans , and resign themselves to a lifetime of repaying them . i do not feel that students valuer their education more when they charged for it .",loan,,5,,,
837,322,Depth5_732,Depth4_540,"for talented young people from poorer backgrounds , the prospect of repaying their loan for many years may be the decision-maker that university is not for them , as they need money now .",loan,background,5,,,
838,323,Depth5_737,Depth4_550,"we will still end up with a disproportionate representation of wealthier students versus those from poorer backgrounds , who may not be any better than the 'good ' students who did n't meet the competitive requirements for a scholarship .",scholarship,background,5,,,
839,324,Depth5_740,Depth4_553,"not all academic people are from well off backgrounds , the loan wo n't pay for day to day living whilst studying , they should n't have to take on casual work if they 're wanting to put everything into their degree",loan,background,5,,,
840,325,Depth5_741,Depth4_553,"even if people have access to student loans , many from disadvantaged back grounds can not afford the high costs of living as well as studying with a student loan",loan,afford,5,access,,
841,326,Depth5_747,Depth4_562,it would give more freedom for people from a range of backgrounds to study and help with career progression giving them better job opportunities and knowledge,career,job,5,background,,
842,327,Depth5_748,Depth4_562,but by abolishing these fee's we are giving people from a mix of backgrounds an equal chance regardless .,background,,5,,,
843,328,Depth5_750,Depth4_562,"the people with degrees who do not earn decent money , indulged in the study of useless subjects with no or very little commercial value . what a waste of time and effort that is a waste of tax payer resources .",tax,,5,,,
844,329,Depth5_754,Depth4_572,"without uni fees , people will be more knowledge and there will be a significant increase in the amount of people going for better paid jobs , this would mean the country would be richer",job,,5,,,
845,330,Depth5_756,Depth4_572,everyone should be able to enter it for education . even if that person had a poor background maybe they can change it by going,background,,5,,,
